"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1784811";"";"None";"303.34";"0";"1.49";"30, SYN 13801197";"O=C(Cc1ccc(F)cc1)N1CCOC(Cn2ccnc2)C1";"IC50";"'='";"34.5";"nM";"7.46";"";"";"UO_0000065";"24.60";"0.46";"5.97";"15.76";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1784800";"";"None";"354.39";"0";"2.97";"14, SYN 19999063";"COc1ccc(C(C)NC(=O)c2ccccc2Cn2cncn2)cc1F";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"15.54";"0.29";"2.54";"7.98";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL29482";"";"None";"284.32";"0";"3.26";"26";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"29.54";"0.52";"5.14";"12.84";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL1688899";"";"None";"416.36";"0";"4.52";"11";"O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2o1";"IC50";"'='";"481.0";"nM";"6.32";"";"";"UO_0000065";"15.17";"0.29";"1.80";"9.50";"0";"CHEMBL3385621";"Inhibition of human placental microsomal CYP19 using [1beta-3H]androstenedione substrate pre-incubated for 5 mins by scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352054";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL4852023";"";"None";"286.46";"1";"5.55";"16";"CC(C)c1cc(O)c2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"18.96";"0.35";"-0.12";"26.85";"0";"CHEMBL4836470";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834458";"1";"Scientific Literature";"J Nat Prod";"2021";"None";""
"CHEMBL3753645";"";"None";"423.35";"0";"4.00";"49a";"C[C@]12CCC(=O)C=C1[C@@H](OC(=O)CBr)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"13.12";"0.29";"1.55";"9.19";"0";"CHEMBL3756943";"Inhibition of human aromatase extracted from placental microsomes using [1,2-3H]androstenedione as substrate after 20 mins by scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3751755";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL4077246";"";"None";"584.53";"1";"4.88";"(+)-7f";"N#Cc1ccc(COc2ccc(C#Cc3ccc(C(F)(F)C(O)(Cn4cnnn4)c4ccc(F)cc4F)nc3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4056603";"Inhibition of CYP19 in human hepatocyte microsomes using testosterone substrate by HPLC/MS/MS method";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052712";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1825048";"";"None";"295.34";"0";"2.91";"35m";"COc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1";"IC50";"'='";"17340.0";"nM";"4.76";"";"";"UO_0000065";"16.12";"0.30";"1.85";"9.68";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL4162931";"";"None";"336.33";"0";"3.34";"8s";"Fc1ccc(-c2[nH]c3cc4c(cc3c2Cn2cncn2)OCO4)cc1";"IC50";"'='";"58.3";"nM";"7.23";"";"";"UO_0000065";"21.51";"0.40";"3.89";"11.14";"0";"CHEMBL4143196";"Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138218";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3422035";"";"None";"345.44";"0";"4.71";"29a, E/Z mixture (1:1)";"C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1";"IC50";"'='";"337.0";"nM";"6.47";"";"";"UO_0000065";"18.74";"0.34";"1.76";"11.67";"0";"CHEMBL3425269";"Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421623";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL4174373";"";"None";"337.81";"0";"4.74";"8f";"COc1ccc(-c2[nH]c3cc(Cl)ccc3c2Cn2ccnc2)cc1";"IC50";"'='";"276.8";"nM";"6.56";"";"";"UO_0000065";"19.41";"0.37";"1.82";"15.31";"0";"CHEMBL4143196";"Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138218";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL1672980";"";"None";"476.52";"0";"2.88";"16";"COc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1";"IC50";"'='";"0.015";"nM";"10.82";"";"";"UO_0000065";"22.71";"0.43";"7.94";"7.94";"0";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";""
"CHEMBL309113";"";"None";"272.39";"0";"3.70";"29";"CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"21.74";"0.40";"2.22";"17.34";"0";"CHEMBL663242";"In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127575";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL1629805";"";"None";"288.43";"0";"3.88";"3";"C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"25.34";"0.48";"3.43";"19.60";"1";"CHEMBL666789";"Inhibition of aromatase activity in human placental microsomes determined by radiometric assay";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134295";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL4162549";"";"None";"338.80";"0";"4.14";"8r";"COc1ccc2c(Cn3cncn3)c(-c3ccc(Cl)cc3)[nH]c2c1";"IC50";"'='";"7772.0";"nM";"5.11";"";"";"UO_0000065";"15.08";"0.29";"0.97";"9.17";"0";"CHEMBL4143196";"Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138218";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL195688";"";"None";"221.30";"0";"4.13";"36a";"CC1C/C(=C\c2cccnc2)c2ccccc21";"IC50";"'='";"3680.0";"nM";"5.43";"";"";"UO_0000065";"24.56";"0.44";"1.30";"42.16";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL363493";"";"None";"394.43";"1";"5.22";"2c";"O=c1c(-c2ccccc2)c(-n2ccnc2)oc2cc(OCc3ccccc3)ccc12";"IC50";"'='";"512861383991.37";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL836231";"Inhibitory concentration against human placental aromatase by deutirium oxide release";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139571";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL437731";"";"None";"318.33";"0";"3.83";"67";"O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"22.91";"0.41";"3.46";"12.74";"1";"CHEMBL3624602";"Inhibition of human placental aromatase in presence of [1beta,2beta-3H] testosterone by Thompson and Siiteri method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621095";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL41517";"";"None";"350.50";"1";"5.08";"13";"C[C@]12CCC(=O)C(SCF)=C1CCC1C2CC[C@]2(C)C(=O)CCC12";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"17.39";"0.35";"1.02";"17.86";"0";"CHEMBL664247";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";""
"CHEMBL1630262";"";"None";"386.58";"1";"6.36";"11";"CCCCCC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"14.86";"0.28";"-0.62";"13.25";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL1203766";"";"None";"313.63";"0";"3.57";"26b";"Brc1ccc(C2CCCc3cncn32)cc1.Cl";"IC50";"'='";"7.6";"nM";"8.12";"";"";"UO_0000065";"29.29";"0.69";"4.55";"45.56";"0";"CHEMBL663244";"In vitro inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL168636";"";"None";"235.29";"0";"3.29";"3";"O=C1/C(=C/c2cccnc2)CCc2ccccc21";"IC50";"'='";"9200.0";"nM";"5.04";"";"";"UO_0000065";"21.40";"0.38";"1.75";"16.81";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL103685";"";"None";"247.34";"0";"3.24";"26";"CC(C)(C(=O)OC1CCCCC1)c1ccncc1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"19.75";"0.37";"1.65";"12.47";"0";"CHEMBL663239";"In vitro inhibition of human placental Cytochrome P450 19A1.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125012";"1";"Scientific Literature";"J Med Chem";"1990";"None";""
"CHEMBL309656";"";"None";"330.47";"0";"4.45";"4";"CC(=O)OCC12CCCC=C1CCC1C3CCC(=O)C3(C)CCC12";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"16.33";"0.31";"0.95";"12.45";"0";"CHEMBL666801";"Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125884";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL439950";"";"None";"274.45";"0";"4.70";"3-deoxytestosterone";"CC12CCCC=C1CCC1C2CCC2(C)C(O)CCC12";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"18.72";"0.35";"0.44";"25.39";"0";"CHEMBL666801";"Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125884";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL161530";"";"None";"305.13";"0";"2.80";"T12";"O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12";"IC50";"'='";"2089.3";"nM";"5.68";"";"";"UO_0000065";"18.62";"0.43";"2.88";"11.83";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL351167";"";"None";"271.23";"0";"1.95";"T11";"O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12";"IC50";"'='";"1096.48";"nM";"5.96";"";"";"UO_0000065";"21.97";"0.41";"4.01";"6.54";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL383807";"";"None";"241.72";"0";"4.22";"7";"Clc1ccc2c(c1)CC/C2=C\c1cccnc1";"IC50";"'='";"4260.0";"nM";"5.37";"";"";"UO_0000065";"22.22";"0.43";"1.15";"41.66";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL572637";"";"None";"392.80";"0";"4.99";"14, NSC-613604";"Cc1nc2c(cc1C#N)C(Nc1ccc(Cl)cc1)Oc1ccc([N+](=O)[O-])cc1-2";"IC50";"'='";"678.0";"nM";"6.17";"";"";"UO_0000065";"15.70";"0.30";"1.18";"6.10";"0";"CHEMBL1037707";"Inhibition of human placental aromatase assessed as conversion of [1-beta-3H]androstenedione to [1beta-3H]estrone after 20 mins by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154072";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL1629804";"";"None";"272.43";"0";"4.91";"30";"C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"25.54";"0.48";"2.05";"40.77";"0";"CHEMBL663242";"In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127575";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL1203757";"";"None";"248.76";"0";"3.12";"26d";"Cc1ccc(C2CCCc3cncn32)cc1.Cl";"IC50";"'='";"17.6";"nM";"7.75";"";"";"UO_0000065";"36.53";"0.66";"4.63";"43.52";"0";"CHEMBL663244";"In vitro inhibition of cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125250";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL5075144";"";"None";"306.37";"0";"4.19";"2a";"CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1c[nH]cn1";"IC50";"'='";"952.0";"nM";"6.02";"";"";"UO_0000065";"19.65";"0.36";"1.83";"8.71";"0";"CHEMBL5037521";"Inhibition of human aromatase assessed as reduction in fluorescence intensity preincubated with NADPH regenerating system for 10 mins followed by substrate addition incubated for 60 mins by fluorescence based microplate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5036334";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 1.167 hr"
"CHEMBL4080256";"";"None";"321.30";"0";"3.50";"14";"Cc1nn(-c2cncc([C@@](C)(O)C(F)(F)F)c2)c2ccccc12";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"16.21";"0.31";"1.71";"10.22";"0";"CHEMBL4029977";"Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028827";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL1824765";"";"None";"386.41";"0";"4.40";"11k";"O=[N+]([O-])c1ccc(OCc2cn(C(c3ccccc3)c3ccccc3)nn2)cc1";"IC50";"'='";"11610.0";"nM";"4.93";"";"";"UO_0000065";"12.77";"0.23";"0.54";"5.94";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL1538978";"";"None";"362.46";"0";"1.66";"27 ,BAS 12927218";"C=CCN(c1ccc(C(=O)NCCCn2ccnc2)cc1)S(C)(=O)=O";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"15.46";"0.31";"3.94";"6.65";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL1783177";"";"None";"342.40";"0";"4.86";"2c, cis-trans mixture";"Oc1ccc(C2CC(n3ccnc3)c3ccc4ccccc4c3O2)cc1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"21.89";"0.39";"2.63";"15.85";"0";"CHEMBL1787614";"Inhibition of aromatase in human placental microsomes assessed as inhibition of aromatization of [1,2,6,7-3H] androstenedione by flow scintillation analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781966";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL178036";"";"None";"196.25";"0";"2.90";"2b";"C(=C1/CCc2ccccc21)\c1c[nH]cn1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"35.09";"0.63";"3.99";"24.01";"0";"CHEMBL828609";"In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144350";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL3219071";"";"None";"275.31";"0";"2.93";"6";"O=c1c2ccccc2[nH]c2ccc(Cn3ccnc3)cc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3225086";"Inhibition of CYP19 isolated from microsomal fraction of human term placental tissue using [1beta-3H] androstenedione as substrate preincubated for 5 mins followed by enzyme addition measured after 20 mins by beta scintillation counting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217591";"1";"Scientific Literature";"Medchemcomm";"2012";"None";""
"CHEMBL2333336";"";"None";"292.29";"0";"2.90";"1o";"O=c1c2ccccc2oc2c(O)ccc(Cn3ccnc3)c12";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"23.16";"0.42";"3.87";"9.92";"0";"CHEMBL2340950";"Inhibition of human placental CYP19 using [1beta-3H]androstenedione as substrate by 3H2O-method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331307";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL225447";"";"None";"232.29";"0";"3.50";"figure 6, R2C2";"c1ccc2c(c1)-c1ccccc1C2n1ccnc1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"23.90";"0.42";"2.05";"31.16";"0";"CHEMBL934601";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144726";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL438549";"";"None";"240.31";"0";"2.86";"figure 6, R1C2";"COc1ccc2c(c1)CCC1C(c3cnc[nH]3)C21";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"24.12";"0.44";"2.94";"15.29";"0";"CHEMBL934601";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144726";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
